"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Wang G.; Feng R.; Wang X.; Liu Z.","Wang, Guanzheng (57211679968); Feng, Ruiqi (59715418800); Wang, Xiangke (34877903600); Liu, Zhihong (57406800300)","57211679968; 59715418800; 34877903600; 57406800300","Learning Minimum-Time Flight for Fixed-Wing UAVs with High-Fidelity Dynamics","2025","Youth Academic Annual Conference of Chinese Association of Automation, YAC","","2025","","292","298","0","10.1109/YAC66630.2025.11150180","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105030924000&doi=10.1109%2FYAC66630.2025.11150180&partnerID=40&md5=5f4d73db86a456b08453e97705f3636b","We address the minimum-time flight problem for fixed-wing UAVs, considering control constraints and fully exploiting UAV dynamics. Previous works have relied on simplified dynamics or path-planning methods that do not fully exploit the UAVs' actuator capabilities. To this end, we apply deep reinforcement learning (DRL) with high-fidelity dynamics to train robust neural network controllers for minimum-time flight of fixed-wing UAVs. The results demonstrate that our approach is highly compatible with various DRL algorithms. Experiments conducted towards different target directions show that the method exhibits strong generalization capabilities and approaches time-optimal performance. In particular, the Proximal Policy Optimization (PPO)-based method exhibits robust convergence and stability in the trained neural network controller.  © 2025 IEEE.","deep reinforcement learning (DRL); fixed-wing UAVs; high-fidelity dynamics; Minimum-time flight","Aircraft control; Computation theory; Deep learning; Flight control systems; Flight dynamics; Intelligent systems; Neural networks; Unmanned aerial vehicles (UAV); Control constraint; Deep reinforcement learning; Fixed-wing UAV; High-fidelity; High-fidelity dynamic; Minimum time; Minimum-time flight; Neural network controllers; Path planning method; Reinforcement learnings; Controllers","Conference paper","Final","","Scopus","2-s2.0-105030924000"
"Engelhardt R.; Velazquez A.; Sardarmehni T.","Engelhardt, Randal (59561467000); Velazquez, Alberto (57432942500); Sardarmehni, Tohid (55765919900)","59561467000; 57432942500; 55765919900","Near-optimal Trajectory Tracking in Quadcopters using Reinforcement Learning","2024","IFAC-PapersOnLine","58","28","","61","65","0","10.1016/j.ifacol.2024.12.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85218010665&doi=10.1016%2Fj.ifacol.2024.12.011&partnerID=40&md5=ad314c662db69530b0ddb7d6149a7785","The control of quadcopters poses significant challenges due to their complex dynamics characterized by highly nonlinear couplings, high system order, and under-actuation. This paper presents a novel control solution aimed at achieving near-optimal trajectory tracking for quadcopters. A near-optimal solution based on approximate dynamic programming is proposed to address the curse of dimensionality inherent in traditional dynamic programming, employing a single network adaptive critic. Extensive simulations validate the effectiveness and robustness of the proposed solution.  © 2024 The Authors.","Optimal Control; Quadcopter; Reinforcement Learning","Adversarial machine learning; Dynamic programming; Trajectories; Complex dynamics; Control solutions; Near-optimal; Nonlinear coupling; Optimal controls; Optimal trajectories; Quadcopter; Reinforcement learnings; Trajectory-tracking; Under-actuation; Reinforcement learning","Conference paper","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85218010665"
"Tan T.; Jiang T.; Li B.; Li J.; Li H.; Hua C.","Tan, Tai (60514873600); Jiang, Taimin (60514188700); Li, Bowen (60514188800); Li, Jie (60514524000); Li, Hui (57224913370); Hua, Chenhao (60514359200)","60514873600; 60514188700; 60514188800; 60514524000; 57224913370; 60514359200","Hierarchical Deep Reinforcement Learning Algorithm for Air Combat Based on Time Scale Separation Theory; [基于时间尺度分离理论的空战深度强化学习分层算法]","2026","Gongcheng Kexue Yu Jishu/Advanced Engineering Sciences","58","2","","69","83","0","10.12454/j.jsuese.202400419","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105033339406&doi=10.12454%2Fj.jsuese.202400419&partnerID=40&md5=e81815c749b649e2bc5617d03eab74e0","Objective Six-degree-of-freedom (6-DoF) unmanned aerial vehicle (UAV) air combat scenarios present substantial challenges for strategy learning when reinforcement learning methods are applied. These challenges stem from high-dimensional state spaces, continuously coupled action domains, and strongly nonlinear flight dynamics. Conventional end-to-end deep reinforcement learning (DRL) approaches struggle to achieve rapid convergence, to identify effective maneuver strategies, and to generalize learned policies beyond narrowly constrained conditions. In addition, reward functions often rely on handcrafted rules derived from human expertise, which do not ensure that higher reward values correspond to genuinely effective combat strategies. This study addresses these limitations by introducing a hierarchical framework based on time scale separation theory. The proposed framework employs a two-stage training procedure that accounts for differences in how flight parameters influence state variables across multiple time scales, improving learning efficiency, enhancing strategy quality, and increasing generalization capability in complex and diverse combat environments. Methods A novel algorithm, termed TTS‒PPO, was developed. TTS‒PPO stood for a Two-Stage Training framework leveraging Time-Scale separation within Proximal Policy Optimization. The method focused on partitioning the 6 DoF UAV air combat decision-making process into short-cycle and long-cycle segments, which reflected differences in how control inputs influenced state variables across distinct time scales. A time-division framework was established. The short‒cycle component addressed rapid rotational and attitude adjustments. Instead of allowing the DRL procedure to directly manage these fine-grained actions, a Proportional-Integral-Derivative (PID) controller was employed to output real-time joystick commands. This configuration allowed classical low-level stability and attitude control to be handled independently, which reduced the complexity encountered by the DRL policy at the higher strategic level. With low-level stability assured, the DRL agent focused on tactical and strategic decision-making. The long-cycle component used Proximal Policy Optimization to manage trajectory planning and tactical maneuvers. The long-cycle PPO agent effectively decoupled strategic decision-making from low-level actuation tasks by issuing high-level commands to guide the PID-driven short-cycle layer. This hierarchical decomposition allowed learning to proceed more efficiently. The long-cycle agent encountered a reduced problem space and concentrated on discovering effective combat strategies without being burdened by the complexities of rapid stabilization maneuvers. Time scale separation was further implemented within the state space. Environmental states were divided into long-cycle and short-cycle groups. The long-cycle states captured slowly evolving features such as relative positions, energy conditions, and global situational parameters, whereas the short-cycle states encompassed rapidly changing variables such as angular rates and orientation deviations. Aligning state variables with their corresponding time scales accelerated learning and improved policy robustness. A relative situation transformation module was introduced to refine and compress the state representation, which ensured that the agent received relevant information at appropriate decision intervals and minimized computational complexity at each step. A two-stage training strategy was employed. In the first stage, single-step rewards designed for specific subtasks, such as pursuit or strike, were introduced with a lower decision frequency to assist the agent during the initial “cold start” period. This incremental guidance supported the stabilization of fundamental behavioral patterns and facilitated the acquisition of essential tactical principles. During this phase, the agent overcame early-stage instability, which resulted in more reliable initial policies. In the second stage of training, single-step rewards were removed, and only sparse terminal rewards were retained. In the second stage of training, single-step rewards were removed, and only sparse terminal rewards were retained, while the decision frequency was increased. In the absence of frequent intermediate rewards, the policy emphasized long-term outcomes rather than short-term objectives. The higher decision frequency enabled more refined tactical adjustments and encouraged the emergence of maneuvers that improved overall performance. The gradual transition from a guided, intermediate-reward scenario to a sparse-reward, high-frequency regime allowed the policy to progress from basic stability toward advanced strategic competence. A simulation environment was constructed using an open-source F-16 UAV model coupled with the JSBSim flight dynamics engine to evaluate the effectiveness of the proposed hierarchical DRL algorithm founded on time scale separation theory. This configuration provided realistic 6 DoF conditions and supported one-on-one close-range air combat simulations. Ablation experiments were conducted to assess the contribution of individual components within the TTS ‒ PPO framework. One configuration trained the agent against a non-maneuvering linear opponent, which served as a controlled baseline for determining whether the learned policy can scale from simple engagements to more complex combat scenarios. Results and Discussions The results demonstrated that the TTS ‒ PPO approach, which incorporated hierarchical decomposition and time scale separation, achieved faster convergence and improved final performance metrics compared to baseline end-to-end DRL methods that lacked time scale separation or a two-stage training procedure. Assigning state variables to short-cycle and long-cycle categories, together with hierarchical action decomposition, significantly reduced overall problem complexity. Training convergence speed improved by approximately 67%, which reduced computational costs and enabled more frequent iterative policy refinements. With enhanced efficiency, the DRL agent discovered more stable and effective combat strategies within fewer training episodes. Generalization performance was evaluated by testing agents trained under different variants of the approach across various initial conditions, velocities, and adversary tactics. Comparisons were conducted among three agent types: an agent trained with PPO on full-state inputs without time scale division (FS ‒ PPO), an agent using time scale-separated states with a single-stage training approach (TS ‒ PPO), and the two-stage time scale-separated TTS ‒ PPO. The agent trained with TTS ‒ PPO outperformed both FS ‒ PPO and TS ‒ PPO agents in pairwise confrontations, which indicated that combining time scale separation with two-stage training not only enhanced learning speed but also enabled the agent to acquire more generalizable combat principles rather than narrowly optimizing for a specific scenario. Further validation involved testing the TTS ‒ PPO-trained agent against rule-based expert opponents. The policy derived from TTS ‒ PPO successfully defeated these expert systems. Even when training was conducted exclusively against a simple linear adversary, the learned policy surpassed expert-level strategies, which confirmed that hierarchical time scale separation and the two-stage training design facilitated the development of adaptable policies with robust tactical proficiency. The ability to transfer from minimal training complexity to outperforming expert opponents highlighted the scalability and versatility of the learned strategies. Conclusions Accordingly, the hierarchical DRL algorithm, grounded in time scale separation theory and employing a two-stage training strategy, addressed significant challenges associated with applying DRL to 6-DoF UAV air combat tasks. The method substantially improved training efficiency and enhanced both the robustness and generalization capability of the resulting policies by decomposing decision-making into short-cycle and long-cycle phases, introducing a PID-controlled low-level stabilization layer, and separating state variables based on their respective time scales. The hierarchical framework enabled the agent to focus on strategic maneuvers at the long-cycle level, while the short-cycle PID layer managed rapid stabilization tasks. Time scale-aware state representations and a staged training procedure guided the policy from basic stability to advanced tactical competence. The observed increases in convergence speed and the ability to manage a range of adversarial conditions highlight the value of applying time scale separation principles in challenging reinforcement learning domains. The TTS‒PPO framework can serve as a reference for addressing other complex reinforcement learning problems characterized by distinct time scale dynamics, fostering more efficient, generalizable, and strategically effective decision-making in advanced autonomous systems. © 2026 Sichuan University. All rights reserved.","PID; PPO; time-scale separation; TTS‒PPO; two-stage training","Aircraft control; Attitude control; Behavioral research; Decision making; Degrees of freedom (mechanics); Fighter aircraft; Flight control systems; Flight dynamics; Learning systems; Machine learning; Maneuverability; Three term control systems; Time measurement; Training aircraft; Unmanned aerial vehicles (UAV); Long cycles; Proportional integral derivatives; Reinforcement learnings; Short cycle; State-variables; Tacticals; Time scale separation; Time-scales; TTS‒PPO; Two-stage training; Proportional control systems; Two term control systems","Article","Final","","Scopus","2-s2.0-105033339406"
"Ding Y.; Zhao M.; Ling Y.; Rao Z.; Song P.; Cen Y.","Ding, Yan (56597197500); Zhao, Minjin (60201409400); Ling, Yuchen (59347019400); Rao, Zhizhen (60201198500); Song, Ping (59343679400); Cen, Yetao (60200996800)","56597197500; 60201409400; 59347019400; 60201198500; 59343679400; 60200996800","DLA-MOT: A Deep Layer Aggregation Framework for Robust Multi-Object Tracking in UAV Image","2025","2025 4th International Conference on Intelligent Mechanical and Human-Computer Interaction Technology, IHCIT 2025","","","","60","71","0","10.1109/IHCIT66787.2025.11198993","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022240522&doi=10.1109%2FIHCIT66787.2025.11198993&partnerID=40&md5=6f36cc571c2778e0564667ddfac1d337","To meet the stringent demands of robust and real-time multi-object tracking (MOT) for unmanned-aerial-vehicle (UAV) swarms operating in complex battlefields, we design DLA-MOT, a joint detection-and-tracking framework that synergistically integrates multi-task learning with deep-layer-aggregation. A tree-structured DLA network is designed to iteratively fuse cross-scale semantic and fine-grained features via dense skip connections, yielding a 2.1× gain in representation quality for objects under 32 × 32 pixels. Complementarily, a weighted multi-task loss simultaneously supervises heat-map regression, bounding-box refinement and identity discrimination, enabling balanced co-optimization of detection and re-identification objectives. On top of these, a three-level data-association cascade progressively resolves occlusion, mis-detection and identity recovery by fusing appearance-motion distance, IoU matching and trajectory-confidence gating. Extensive evaluation on the VisDrone-MOT benchmark shows that DLA-MOT attains 30.3 % mAP and 37.3 % mAR, surpassing YOLOX-M, YOLOv11-M and RT-DETR-L by 13.4 %, 13.2 % and 15.5 %, respectively. Tracking performance reaches 47.5 % IDF1 and 32.5 % MOTA while reducing false positives, false negatives and identity switches by 11.3 %, 10.6 % and 32.9 % against the baseline. These results corroborate the framework's robustness and real-time capability across multi-scale, multi-illumination UAV scenarios. © 2025 IEEE.","DLA network; multi-task learning; small object detection; UAV multi-object tracking","Aircraft detection; Antennas; Computer vision; Deep learning; Learning systems; Multi-task learning; Object detection; Object recognition; Object tracking; Semantics; Trees (mathematics); Aerial vehicle; Deep layer; DLA network; Multi-object tracking; Multitask learning; Real- time; Small object detection; Stringents; Unmanned-aerial-vehicle multi-object tracking; Vehicle images; Unmanned aerial vehicles (UAV)","Conference paper","Final","","Scopus","2-s2.0-105022240522"
"Cardenas J.A.; Carrero U.E.; Camacho E.C.; Calderon J.M.","Cardenas, Javier A. (57969376800); Carrero, Uriel E. (57970308700); Camacho, Edgar C. (57200804319); Calderon, Juan M. (14067057900)","57969376800; 57970308700; 57200804319; 14067057900","Intelligent Position Controller for Unmanned Aerial Vehicles (UAV) Based on Supervised Deep Learning","2023","Machines","11","6","606","","","8","10.3390/machines11060606","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163810325&doi=10.3390%2Fmachines11060606&partnerID=40&md5=b6accdc9b721574316d1bc5b7607ddb9","In recent years, multi-rotor UAVs have become valuable tools in several productive fields, from entertainment to agriculture and security. However, during their flight trajectory, they sometimes do not accurately perform a specific set of tasks, and the implementation of flight controllers in these vehicles is required to achieve a successful performance. Therefore, this research describes the design of a flight position controller based on Deep Neural Networks and subsequent implementation for a multi-rotor UAV. Five promising Neural Network architectures are developed based on a thorough literature review, incorporating LSTM, 1-D convolutional, pooling, and fully-connected layers. A dataset is then constructed using the performance data of a PID flight controller, encompassing diverse trajectories with transient and steady-state information such as position, speed, acceleration, and motor output signals. The tuning of hyperparameters for each type of architecture is performed by applying the Hyperband algorithm. The best model obtained (LSTMCNN) consists of a combination of LSTM and CNN layers in one dimension. This architecture is compared with the PID flight controller in different scenarios employing evaluation metrics such as rise time, overshoot, steady-state error, and control effort. The findings reveal that our best models demonstrate the successful generalization of flight control tasks. While our best model is able to work with a wider operational range than the PID controller and offers step responses in the Y and X axis with (Formula presented.) and (Formula presented.) similarity, respectively, within the PID’s operational range. This outcome opens up possibilities for efficient online training of flight controllers based on Neural Networks, enabling the development of adaptable controllers tailored to specific application domains. © 2023 by the authors.","ANN; CNN; deep learning; drone; intelligent flight control; LSTM; UAV","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85163810325"
"Dai C.; Wang Y.; Wu T.; Gu X.; Cao H.; Sun G.","Dai, Chen (57211666186); Wang, Yize (60253123000); Wu, Tianyu (59301976200); Gu, Xiaolin (57203712671); Cao, Haotong (57190279124); Sun, Guozi (56310316900)","57211666186; 60253123000; 59301976200; 57203712671; 57190279124; 56310316900","Robust Multi-Agent Reinforcement Learning for Physical Layer Security Communication in RIS-Assisted UAV-Enabled ISAC Networks","2026","IEEE Transactions on Network Science and Engineering","13","","","4969","4984","0","10.1109/TNSE.2025.3645894","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105025681375&doi=10.1109%2FTNSE.2025.3645894&partnerID=40&md5=4b166daeb3bf95ec4c7db180dd911594","Integrated sensing and communication (ISAC) is a key technology for future 6G networks, enabling efficient spectrum utilization through unified sensing and communication. Uncrewed aerial vehicles (UAVs) further enhance ISAC systems by providing flexible deployment and strong line-of-sight links. However, the openness of aerial channels and the mobility of UAVs significantly increase vulnerability to eavesdropping, posing serious physical layer security (PLS) challenges. To address these issues, this paper proposes a reconfigurable intelligent surface (RIS)-assisted framework for secure UAV-enabled ISAC networks. A secrecy-oriented joint optimization problem is formulated by jointly considering UAV trajectory design, RIS phase configuration, beamforming, and decoupled uplinkdownlink (DUDe) user association. To make the problem tractable, a two-stage solution is developed. First, the beamforming subproblem is solved using fractional programming and successive convex approximation, yielding closed-form updates. Then, with beamforming fixed, the remaining coupled variables are optimized through a Partially Observable Markov Decision Process (POMDP). To handle environmental uncertainty and the high dimensionality of multi-UAV coordination, a robust multi-agent deep reinforcement learning (MADRL) solution is developed. Specifically, we design a stochastic environment-aware Proximal Policy Optimization (PPO) algorithm that incorporates random environment distribution to capture environmental randomness, intrinsic rewards to guide UAV exploration of secure regions, and uncertainty estimation to refine policy updates. Simulation results verify that the proposed framework significantly outperforms benchmark methods in terms of secrecy rate and robustness, especially under dynamic scenarios with varying numbers of users and eavesdroppers. © 2013 IEEE.","decoupled user association; Integrated sensing and communication (ISAC); multi-agent deep reinforcement learning (MADRL); physical layer security (PLS); reconfigurable intelligent surface; uncrewed aerial vehicle (UAV)","Antennas; Approximation theory; Benchmarking; Communication channels (information theory); Decision making; Deep learning; Deep reinforcement learning; Feedback control; Intelligent agents; Interlocking signals; Iterative methods; Multi agent systems; Network layers; Network security; Physical layer; Random processes; Secure communication; Stochastic control systems; Stochastic systems; Aerial vehicle; Decoupled user association; Integrated sensing; Integrated sensing and communication; Multi agent; Multi-agent deep reinforcement learning; Physical layer security; Reconfigurable; Reconfigurable intelligent surface; Reinforcement learnings; Unmanned aerial vehicle; User associations; Beamforming; Unmanned aerial vehicles (UAV)","Article","Final","","Scopus","2-s2.0-105025681375"
"Zhu B.; Bedeer E.; Nguyen H.H.; Barton R.; Henry J.","Zhu, Botao (57222338119); Bedeer, Ebrahim (24821451700); Nguyen, Ha H. (7403322108); Barton, Robert (57205427343); Henry, Jerome (57205425503)","57222338119; 24821451700; 7403322108; 57205427343; 57205425503","Joint Cluster Head Selection and Trajectory Planning in UAV-Aided IoT Networks by Reinforcement Learning with Sequential Model","2022","IEEE Internet of Things Journal","9","14","","12071","12084","47","10.1109/JIOT.2021.3133278","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85121375383&doi=10.1109%2FJIOT.2021.3133278&partnerID=40&md5=888615ececda810a4930935b5e1a0800","Employing unmanned aerial vehicles (UAVs) has attracted growing interests and emerged as the state-of-The-Art technology for data collection in Internet of Things (IoT) networks. In this article, with the objective of minimizing the total energy consumption of the UAV-IoT system, we formulate the problem of jointly designing the UAV's trajectory and selecting cluster heads in the IoT network as a constrained combinatorial optimization problem, which is classified as NP-hard, and challenging to solve. We propose a novel deep reinforcement learning (DRL) with a sequential model strategy that can effectively learn the policy represented by a sequence-To-sequence neural network for the UAV's trajectory design in an unsupervised manner. Through extensive simulations, the obtained results show that the proposed DRL method can find the UAV's trajectory that requires much less energy consumption when compared to other baseline algorithms and achieves close-To-optimal performance. In addition, simulation results show that the trained model by our proposed DRL algorithm has an excellent generalization ability to larger problem sizes without the need to retrain the model.  © 2014 IEEE.","Cluster head (CH) selection; deep reinforcement learning (DRL); Internet of Things (IoT); trajectory planning; unmanned aerial vehicle (UAV)","Antennas; Clustering algorithms; Combinatorial optimization; Constrained optimization; Deep learning; Internet of things; Learning algorithms; Reinforcement learning; Trajectories; Unmanned aerial vehicles (UAV); Wireless sensor networks; Cluster-head selections; Data collection; Energy-consumption; Machine learning algorithms; Reinforcement learnings; Sequential modeling; State-of-the-art technology; Trajectory Planning; Trajectory planning.; Energy utilization","Article","Final","","Scopus","2-s2.0-85121375383"
"Zhuang X.; Li D.; Wang Y.; Liu X.; Li H.","Zhuang, Xing (57209366889); Li, Dongguang (36062856000); Wang, Yue (56098298000); Liu, Xinyu (57197876804); Li, Hanyu (58199332100)","57209366889; 36062856000; 56098298000; 57197876804; 58199332100","Optimization of high-speed fixed-wing UAV penetration strategy based on deep reinforcement learning","2024","Aerospace Science and Technology","148","","109089","","","27","10.1016/j.ast.2024.109089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85189663621&doi=10.1016%2Fj.ast.2024.109089&partnerID=40&md5=79de14545d2f79a4e3b4e9df3d7ac1b8","The penetration decision of unmanned aerial vehicles (UAVs) is one of the key components for UAVs to detect or strike crucial targets in adversarial environments. Presently, most methods lack research on penetration decisions under unknown interception information. The executing UAV for decision-making is generally a simplified three-degree-of-freedom model. The decision format is often simplified to path point optimization, lacking control over the stability of complex model attitudes and exhibiting relatively poor robustness. This paper proposes a penetration relative motion theory and aircraft control method based on the six-degrees-of-freedom UAV model to reduce response errors between algorithm control decisions and actual flight control. Using a Markov decision process, a UAV penetration decision control method based on an attitude-overload control loop is designed. This method combines reinforcement learning techniques to enable autonomous penetration decision-making and control for UAVs facing active defense scenarios, enhancing the autonomy, accuracy, and generalization of UAV online decision-making. The paper concludes by implementing autonomous decision-making and control for UAV penetration through the integration of interceptor trajectory prediction with proximal policy optimization. This method reduces the dependency of penetration strategies on interceptor information, ensuring both the generalization ability of penetration strategy models under uncertain information and the consistency of decision stability. Through simulations and experiments, we verified that the penetration strategy based on the pre-sampling PPO method improves the penetration effect by 15.44 % on average and the hit rate by 18.48 %. Moreover, the probability of penetration in different scenarios exceeds 70 %, and the penetration effect is improved by more than 10 % in the case of multiple interceptors. This paper also analyzes the impact of interceptor spatial distribution and the quantity of interceptors on the effectiveness of UAV penetration decision-making. © 2024 Elsevier Masson SAS","Guidance control; Maneuvering strategy; Penetration defense; Reinforcement learning; UAV","Air navigation; Aircraft control; Antennas; Deep learning; Degrees of freedom (mechanics); Fixed wings; Maneuverability; Markov processes; Network security; Reinforcement learning; Unmanned aerial vehicles (UAV); Aerial vehicle; Decision control; Decisions makings; Guidance control; Maneuvering strategy; Optimisations; Penetration defense; Reinforcement learnings; Unmanned aerial vehicle; Vehicle penetration; Decision making","Article","Final","","Scopus","2-s2.0-85189663621"
"Zou Z.; Miao Q.; Wei J.; Lin Y.; Wei X.; Yi W.","Zou, Zhiyuan (58861072200); Miao, Qing (58861101300); Wei, Jianwei (59187306800); Lin, Yiru (58068909200); Wei, Xinwei (57196728725); Yi, Wei (26640813200)","58861072200; 58861101300; 59187306800; 58068909200; 57196728725; 26640813200","Trajectory Generation and Dynamic Continuous Activity Recognition for Radar Swarm Targets","2024","FUSION 2024 - 27th International Conference on Information Fusion","","","","","","0","10.23919/FUSION59988.2024.10706306","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85207694823&doi=10.23919%2FFUSION59988.2024.10706306&partnerID=40&md5=e66d5144b4d1f87e15c80e0b01504086","The swarm targets have shown great potential for both military and civilian applications, driving a high demand for reliable trajectory generation and accurate activity recognition. In this paper, we propose a trajectory generation method and establish an end-to-end deep learning model for dynamic continuous activity recognition of swarm targets. First, we devise an activity transition model of the drone swarm based on a continuous-time Markov chain (CTMC). Subsequently, the minimum snap trajectory generation algorithm is employed to generate the trajectories. After that, to recognize the dynamic continuous activity of targets, we develop an end-to-end neural network model to extract spatial and temporal features for swarm targets detected by radar across multiple frames. Finally, we demonstrate the effectiveness and robustness of our proposed method through simulation results. © 2024 ISIF.","activity recognition; deep learning; Swarm targets; trajectory generation","Continuous time systems; Deep learning; Neural networks; Radar target recognition; Swarm intelligence; Target drones; Activity recognition; Continous time Markov chain; Deep learning; End to end; High demand; Learning models; Swarm target; Trajectory generation; Trajectory generation method; Transition model; Markov chains","Conference paper","Final","","Scopus","2-s2.0-85207694823"
"Gao Y.; Hu Y.; Yuan X.; He Q.","Gao, Yunfei (58603372800); Hu, Yulin (57913942400); Yuan, Xiaopeng (57211659345); He, Qinwei (56226532900)","58603372800; 57913942400; 57211659345; 56226532900","DRL-Based Joint User Scheduling and UAV Trajectory Design in UAV-Assisted MEC System","2025","Reliable and Efficient Trajectory Design in UAV-Aided Wireless Networks","","","","131","152","0","10.1007/978-981-96-5988-3_6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105022354415&doi=10.1007%2F978-981-96-5988-3_6&partnerID=40&md5=2605f97061232891028269038a685bf5","In this paper, we investigate a DRL-based method for UAV trajectory design and mobile ground user (GU) scheduling in a UAV-assisted mobile edge computing (MEC) system. In this scenario, the UAV first collects data from source GUs, processes it, and then transmits the processed data to the destination GUs. Our objective is to minimize the total operation time, which includes data collection, computation, and decision transmission, by optimizing the UAV’s three-dimensional (3D) trajectory and mobile GUs scheduling. In this scenario, considering the mobility of users and obstacle avoidance with 3D buildings, the problem becomes non-convex, and the environment is dynamically changing, making it difficult for traditional methods to address. Therefore, we propose a DRL-based approach for UAV trajectory design and user scheduling. This method only allows the UAV to interact with the environment multiple times, avoiding the challenges of non-convexity. The simulation results demonstrate the superiority of the proposed algorithm. Compared to 2D trajectory design, the 3D trajectory performs better due to the utilization of vertical altitude. Additionally, the simulations confirm the algorithm’s robustness across different user mobility patterns. © 2025 The Editor(s) (if applicable) and The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.","3D trajectory design; Deep reinforcement learning; MEC; User scheduling","Deep learning; Trajectories; Computing system; Data collection; Data computation; Edge computing; Operation time; Reinforcement learnings; Three dimensional trajectories; Three-dimensional trajectory design; Trajectory designs; User scheduling; Unmanned aerial vehicles (UAV)","Book chapter","Final","","Scopus","2-s2.0-105022354415"
"Andres A.; Martinez A.D.; Tunçay S.; Carlucho I.","Andres, Alain (57285142400); Martinez, Aritz D. (57202607062); Tunçay, Sümer (60081249100); Carlucho, Ignacio (57191891707)","57285142400; 57202607062; 60081249100; 57191891707","Evaluating reinforcement learning-based neural controllers for quadcopter navigation in windy conditions","2025","Engineering Applications of Artificial Intelligence","161","","112090","","","0","10.1016/j.engappai.2025.112090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014820611&doi=10.1016%2Fj.engappai.2025.112090&partnerID=40&md5=035855e4dc43f23c21ec9d12aca8adb5","Accurate quadcopter navigation under windy conditions remains challenging for traditional control methods, especially in the presence of unpredictable wind gusts and strict navigational constraints. This paper evaluates Deep Reinforcement Learning (DRL) based controllers under such conditions, analysing the impact of wind domain randomisation, multi-goal training, enhanced state representations with explicit wind information, and the use of temporal data to capture affecting dynamics over time. Experiments in the AirSim simulator across four trajectories — evaluated under both no-wind and windy conditions — demonstrate that DRL-based controllers outperform classical methods, particularly under stochastic wind disturbances. Moreover, we show that training a DRL agent with domain randomisation improves robustness against wind but reduces efficiency in no-wind scenarios. However, incorporating wind information into the agent's state space enhances robustness without sacrificing performance in wind-free settings. Furthermore, training with stricter waypoint constraints emerges as the most effective strategy, leading to precise trajectories and improved generalisation to wind disturbances. To further interpret the learned policies, we apply Shapley Additive explanations analysis, revealing how different training configurations influence the agent's feature importance. These findings underscore the potential of DRL-based neural controllers for resilient autonomous aerial systems, highlighting the importance of structured training strategies, informed state representations, and explainability for real-world deployment. © 2025 The Authors","Deep Reinforcement Learning; Explainability; Proximal Policy Optimisation; Shapley Values; Unmanned Aerial Vehicle; Wind","Air navigation; Antennas; Autonomous agents; Controllers; Deep learning; Deep reinforcement learning; Random processes; Real time systems; State space methods; Stochastic control systems; Stochastic systems; Unmanned aerial vehicles (UAV); Aerial vehicle; Explainability; Neural controller; Policy optimization; Proximal policy optimization; Randomisation; Reinforcement learnings; Shapley value; Unmanned aerial vehicle; Windy conditions; Reinforcement learning; Wind","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-105014820611"
